botid; date; time; press; nit; chl; l12; d12
#; mmddyy; hhmmss; dbar; umol/kg; ug/l; mg C/m3; mg C/m3
1300200814;100201;125218;45.1;-9;0.1;6.15;-9
1300200813;100201;125107;74.1;-9;0.19;-9;-9
1300200812;100201;125058;74.1;-9;0.17;-9;-9
1300200811;100201;125048;74.1;-9;0.19;3.823;-9
1300200810;100201;124933;100.6;-9;0.2;-9;-9
1300200809;100201;124923;100.9;-9;0.2;-9;-9
1300200808;100201;124913;100.9;-9;0.19;1.877;-9
1300200807;100201;124758;124.5;-9;0.17;-9;-9
1300200806;100201;124748;124.6;-9;0.17;-9;-9
1300200805;100201;124738;124.5;-9;0.17;0.557;-9
1300200804;100201;124608;149.8;-9;0.06;-9;-9
1300200803;100201;124458;175.3;-9;0.02;-9;-9
1300201421;100301;65940;1.9;-9;0.07;-9;-9
1300201419;100301;65846;5.1;-9;0.08;-9;-9
1300201417;100301;65718;24.8;-9;0.08;-9;-9
1300201415;100301;65532;44.8;-9;0.09;-9;-9
1300201414;100301;65413;60.1;-9;0.11;-9;-9
1300201413;100301;65248;74.1;-9;0.16;-9;-9
1300201412;100301;65133;85.8;-9;0.18;-9;-9
1300201411;100301;65012;100.4;-9;0.22;-9;-9
1300201410;100301;64848;114.9;-9;0.22;-9;-9
1300201408;100301;64713;124.6;-9;0.21;-9;-9
1300201407;100301;64543;133.9;-9;0.17;-9;-9
1300201405;100301;64413;149.8;-9;0.1;-9;-9
1300201403;100301;64218;175;-9;0.04;-9;-9
1310200124;102201;163505;4.6;0.03;-9;-9;-9
1310200224;102201;190634;4.4;0.02;-9;-9;-9
1310200223;102201;190444;64.9;0.02;-9;-9;-9
1310200222;102201;190323;92.6;0.03;-9;-9;-9
1310200221;102201;190124;154.8;0.74;-9;-9;-9
1310200220;102201;185954;189.9;1.23;-9;-9;-9
1310200219;102201;185809;231.7;4.23;-9;-9;-9
1310200218;102201;185624;280.6;8.17;-9;-9;-9
1310200822;102301;125239;4.8;-9;0.14;-9;-9
1310200821;102301;125230;4.8;-9;0.14;-9;-9
1310200820;102301;125219;4.8;-9;0.18;8.097;-9
1310200819;102301;125020;24.4;-9;0.16;-9;-9
1310200818;102301;125011;24.6;-9;0.14;-9;-9
1310200817;102301;125001;24.7;-9;0.14;9.01;-9
1310200816;102301;124845;45.3;-9;0.14;-9;-9
1310200815;102301;124830;45.2;-9;0.15;-9;-9
1310200814;102301;124816;45.3;-9;0.17;7.26;-9
1310200813;102301;124645;75.2;-9;0.25;-9;-9
1310200812;102301;124630;75.3;-9;0.26;-9;-9
1310200811;102301;124615;75.1;-9;0.24;2.93;-9
1310200810;102301;124501;100.3;-9;0.15;-9;-9
1310200809;102301;124445;100.3;-9;0.14;-9;-9
1310200808;102301;124430;100.4;-9;0.14;0.66;-9
1310200807;102301;124246;124.6;-9;0.07;-9;-9
1310200806;102301;124220;124.7;-9;0.08;-9;-9
1310200805;102301;124201;124.7;-9;0.08;0.193;-9
1310200804;102301;124032;150.4;-9;0.05;-9;-9
1310200803;102301;123906;174.5;-9;0.01;-9;-9
1310201419;102401;65128;4.4;-9;0.14;-9;-9
1310201417;102401;64943;25.2;-9;0.14;-9;-9
1310201415;102401;64748;43.9;-9;0.14;-9;-9
1310201414;102401;64628;60.1;-9;0.16;-9;-9
1310201413;102401;64513;74.7;-9;0.17;-9;-9
1310201412;102401;64358;84.5;-9;0.2;-9;-9
1310201411;102401;64228;100;-9;0.3;-9;-9
1310201410;102401;64058;115.1;-9;0.21;-9;-9
1310201408;102401;63928;124.1;-9;0.16;-9;-9
1310201407;102401;63813;134.3;-9;0.09;-9;-9
1310201405;102401;63643;149.3;-9;0.04;-9;-9
1310201403;102401;63438;176.3;-9;0.03;-9;-9
1320200124;111601;153219;4.2;0.03;-9;-9;-9
1320200224;111601;191215;3.7;0.01;-9;-9;-9
1320200223;111601;191120;8.9;0.02;-9;-9;-9
1320200222;111601;191005;33.9;0.04;-9;-9;-9
1320200221;111601;190855;59.6;0.03;-9;-9;-9
1320200220;111601;190727;95.9;0.09;-9;-9;-9
1320200219;111601;190629;98.6;0.1;-9;-9;-9
1320200218;111601;190524;108.7;0.3;-9;-9;-9
1320200217;111601;190425;123.3;0.62;-9;-9;-9
1320200216;111601;190240;184.5;2.36;-9;-9;-9
1320200215;111601;190045;244.5;6.81;-9;-9;-9
1320200822;111701;124847;4.2;-9;0.09;-9;-9
1320200821;111701;124837;4.2;-9;0.1;-9;-9
1320200820;111701;124827;4.1;-9;0.09;8.347;-9
1320200819;111701;124707;24.4;-9;0.09;-9;-9
1320200818;111701;124657;24.4;-9;0.09;-9;-9
1320200817;111701;124647;24.4;-9;0.09;6.497;-9
1320200816;111701;124537;44.1;-9;0.1;-9;-9
1320200815;111701;124527;44.2;-9;0.1;-9;-9
1320200814;111701;124517;44.1;-9;0.1;4.63;-9
1320200813;111701;124357;74.5;-9;0.23;-9;-9
1320200812;111701;124347;74.5;-9;0.21;-9;-9
1320200811;111701;124337;74.5;-9;0.22;2.81;-9
1320200810;111701;124217;99.4;-9;0.12;-9;-9
1320200809;111701;124207;99.4;-9;0.12;-9;-9
1320200808;111701;124157;99.4;-9;0.11;0.76;-9
1320200807;111701;124047;124.1;-9;0.06;-9;-9
1320200806;111701;124037;124.5;-9;0.05;-9;-9
1320200805;111701;124027;124.3;-9;0.05;0.19;-9
1320200804;111701;123917;148.5;-9;0.01;-9;-9
1320200803;111701;123747;174;-9;0.01;-9;-9
1320201421;111801;70042;4.3;-9;0.09;-9;-9
1320201419;111801;65912;24.4;-9;0.09;-9;-9
1320201415;111801;65632;44.5;-9;0.1;-9;-9
1320201414;111801;65521;59.6;-9;0.13;-9;-9
1320201413;111801;65411;74.1;-9;0.18;-9;-9
1320201412;111801;65301;84.2;-9;0.22;-9;-9
1320201411;111801;65131;99.9;-9;0.25;-9;-9
1320201410;111801;65021;113.9;-9;0.19;-9;-9
1320201408;111801;64902;124.6;-9;0.11;-9;-9
1320201407;111801;64741;133.3;-9;0.09;-9;-9
1320201405;111801;64622;150;-9;0.04;-9;-9
1320201403;111801;64437;176.6;-9;0.01;-9;-9
1330200118;121501;65117;3.9;-9;0.18;-9;-9
1330200115;121501;64841;24;-9;0.16;-9;-9
1330200113;121501;64547;44.8;-9;0.17;-9;-9
1330200112;121501;64416;61;-9;0.2;-9;-9
1330200111;121501;64257;73.3;-9;0.28;-9;-9
1330200110;121501;64123;87.7;-9;0.21;-9;-9
1330200108;121501;63842;113;-9;0.06;-9;-9
1330200107;121501;63727;124.1;-9;0.04;-9;-9
1330200106;121501;63557;147.8;-9;0.02;-9;-9
1330200105;121501;63431;168.1;-9;0.02;-9;-9
1330200104;121501;63312;175.9;-9;0.01;-9;-9
1330200320;121501;122246;4.2;-9;0.15;-9;-9
1330200317;121501;121947;33.8;-9;0.17;-9;-9
1330200315;121501;121801;43.6;-9;0.18;-9;-9
1330200314;121501;121629;57.8;-9;0.13;-9;-9
1330200313;121501;121456;75.5;-9;0.18;-9;-9
1330200312;121501;121326;84.1;-9;0.18;-9;-9
1330200311;121501;121156;98.1;-9;0.25;-9;-9
1330200310;121501;121025;114.6;-9;0.14;-9;-9
1330200308;121501;120906;123.8;-9;0.08;-9;-9
1330200307;121501;120751;134.4;-9;0.05;-9;-9
1330200305;121501;120606;150.6;-9;0.03;-9;-9
1330200303;121501;120411;174.3;-9;0.01;-9;-9
1330200524;121501;181720;4.8;0.03;-9;-9;-9
1330200523;121501;181515;50.2;0.02;-9;-9;-9
1330200522;121501;181315;92.3;0.06;-9;-9;-9
1330200520;121501;180950;167.1;2.11;-9;-9;-9
1330200519;121501;180810;200.4;3.89;-9;-9;-9
1330200518;121501;180630;240;6.49;-9;-9;-9
1330200517;121501;180430;290.4;9.28;-9;-9;-9
1330200624;121501;225259;4.4;0.02;-9;-9;-9
1340200124;11502;162805;4.7;0.13;-9;-9;-9
1340200224;11502;190235;4;0.11;-9;-9;-9
1340200223;11502;190024;48.2;0.01;-9;-9;-9
1340200222;11502;185849;98.6;0.02;-9;-9;-9
1340200221;11502;185709;142.8;0.45;-9;-9;-9
1340200220;11502;185529;189.8;0.92;-9;-9;-9
1340200219;11502;185340;228.3;1.92;-9;-9;-9
1340200218;11502;185139;289.5;5.69;-9;-9;-9
1340200823;11602;125145;4.3;-9;0.14;-9;-9
1340200822;11602;125135;4.3;-9;0.11;-9;-9
1340200821;11602;125125;4.4;-9;0.1;5.82;-9
1340200819;11602;124945;23.5;-9;0.11;-9;-9
1340200818;11602;124935;23.5;-9;0.1;-9;-9
1340200817;11602;124925;23.6;-9;0.1;4.487;-9
1340200816;11602;124745;44.4;-9;0.11;-9;-9
1340200815;11602;124735;44.5;-9;0.12;-9;-9
1340200814;11602;124725;44.5;-9;0.1;4.4;-9
1340200812;11602;124536;74.5;-9;0.1;-9;-9
1340200811;11602;124526;74.1;-9;0.1;1.087;-9
1340200810;11602;124411;99.2;-9;0.21;-9;-9
1340200809;11602;124401;98.9;-9;0.17;-9;-9
1340200808;11602;124351;98.8;-9;0.21;1.19;-9
1340200807;11602;124226;124;-9;0.1;-9;-9
1340200806;11602;124216;124.7;-9;0.11;-9;-9
1340200805;11602;124206;124.4;-9;0.09;0.437;-9
1340200804;11602;124049;150.3;-9;0.03;-9;-9
1340200803;11602;123926;176.3;-9;0.01;-9;-9
1340201422;11702;65252;3.7;-9;0.08;-9;-9
1340201420;11702;65121;24.4;-9;0.08;-9;-9
1340201417;11702;64852;44.1;-9;0.11;-9;-9
1340201416;11702;64715;59.2;-9;0.12;-9;-9
1340201414;11702;64541;75.2;-9;0.14;-9;-9
1340201413;11702;64434;84.3;-9;0.16;-9;-9
1340201411;11702;64246;98.8;-9;0.12;-9;-9
1340201410;11702;64124;114.9;-9;0.19;-9;-9
1340201408;11702;64001;124.1;-9;0.12;-9;-9
1340201407;11702;63852;134.4;-9;0.15;-9;-9
1340201405;11702;63718;149.9;-9;0.06;-9;-9
1340201403;11702;63534;174.1;-9;0.03;-9;-9
1350200124;22002;153356;4.8;0.02;-9;-9;-9
1350200224;22002;190540;3.9;0.02;-9;-9;-9
1350200223;22002;190410;24.3;0.05;-9;-9;-9
1350200222;22002;190240;44;0.07;-9;-9;-9
1350200221;22002;190110;75.2;0.07;-9;-9;-9
1350200220;22002;185939;115;0.21;-9;-9;-9
1350200219;22002;185825;125.7;0.51;-9;-9;-9
1350200217;22002;185455;213.6;3.96;-9;-9;-9
1350200216;22002;185304;263.9;7.55;-9;-9;-9
1350200822;22102;125820;4.1;-9;0.08;-9;-9
1350200821;22102;125805;4.1;-9;0.08;-9;-9
1350200820;22102;125750;4;-9;0.07;7.43;-9
1350200819;22102;125620;24.5;-9;0.07;-9;-9
1350200818;22102;125605;24.5;-9;0.07;-9;-9
1350200817;22102;125550;24.3;-9;0.06;6.613;-9
1350200816;22102;125420;44.7;-9;0.07;-9;-9
1350200815;22102;125405;44.7;-9;0.08;-9;-9
1350200814;22102;125350;44.7;-9;0.06;5.137;-9
1350200813;22102;125220;74;-9;0.1;-9;-9
1350200812;22102;125205;74.1;-9;0.12;-9;-9
1350200811;22102;125150;74;-9;0.11;4.053;-9
1350200810;22102;125020;100.7;-9;0.22;-9;-9
1350200809;22102;125004;100.8;-9;0.25;-9;-9
1350200808;22102;124950;100.7;-9;0.25;3.11;-9
1350200807;22102;124820;127.6;-9;0.08;-9;-9
1350200806;22102;124805;126.4;-9;0.08;-9;-9
1350200805;22102;124750;125.6;-9;0.09;0.5;-9
1350200804;22102;124623;148.6;-9;0.04;-9;-9
1350200803;22102;124458;177.9;-9;0.01;-9;-9
1350201422;22202;65427;4.4;-9;0.07;-9;-9
1350201420;22202;65252;24.7;-9;0.07;-9;-9
1350201417;22202;65007;45.1;-9;0.1;-9;-9
1350201416;22202;64857;60.2;-9;0.12;-9;-9
1350201414;22202;64737;74.8;-9;0.14;-9;-9
1350201413;22202;64632;85;-9;0.26;-9;-9
1350201411;22202;64507;99.2;-9;0.36;-9;-9
1350201410;22202;64342;114.9;-9;0.32;-9;-9
1350201408;22202;64227;124.5;-9;0.19;-9;-9
1350201407;22202;64122;134.6;-9;0.09;-9;-9
1350201405;22202;63952;149.8;-9;0.02;-9;-9
1350201403;22202;63812;174.8;-9;0.01;-9;-9
1360200224;31202;161359;4.8;0.01;-9;-9;-9
1360200324;31202;190054;24.7;0.05;-9;-9;-9
1360200323;31202;185924;74.6;0.03;-9;-9;-9
1360200322;31202;185804;109.7;0.02;-9;-9;-9
1360200321;31202;185634;150.1;0.03;-9;-9;-9
1360200320;31202;185524;178.8;0.78;-9;-9;-9
1360200319;31202;185404;214.1;1.25;-9;-9;-9
1360200318;31202;185249;248.1;1.98;-9;-9;-9
1360200317;31202;185114;290.9;4.96;-9;-9;-9
1360200923;31302;125140;4;-9;0.07;-9;-9
1360200922;31302;125128;4.1;-9;0.05;-9;-9
1360200921;31302;125118;4.1;-9;0.06;8.06;-9
1360200918;31302;124937;24.2;-9;0.04;-9;-9
1360200917;31302;124927;24.2;-9;0.07;7.743;-9
1360200916;31302;124808;44.2;-9;0.08;-9;-9
1360200914;31302;124747;44;-9;0.08;9.043;-9
1360200913;31302;124619;74.8;-9;0.1;-9;-9
1360200912;31302;124608;74.6;-9;0.07;-9;-9
1360200911;31302;124558;74.5;-9;0.02;4.843;-9
1360200910;31302;124438;97.8;-9;0.19;-9;-9
1360200909;31302;124426;98;-9;0.15;-9;-9
1360200908;31302;124411;98.1;-9;0.17;3.957;-9
1360200907;31302;124248;124.2;-9;0.18;-9;-9
1360200906;31302;124238;123.7;-9;0.22;-9;-9
1360200905;31302;124228;123.7;-9;0.22;1.59;-9
1360200904;31302;124055;150.5;-9;0.13;-9;-9
1360200903;31302;123908;174.4;-9;0.08;-9;-9
1360201520;31402;65022;4.4;-9;0.06;-9;-9
1360201518;31402;64902;24.1;-9;0.07;-9;-9
1360201515;31402;64652;44.8;-9;0.08;-9;-9
1360201513;31402;64422;74.4;-9;0.21;-9;-9
1360201511;31402;64214;100.4;-9;0.21;-9;-9
1360201510;31402;64112;115;-9;0.14;-9;-9
1360201508;31402;63958;124.5;-9;0.13;-9;-9
1360201507;31402;63859;134.4;-9;0.13;-9;-9
1360201505;31402;63743;149.1;-9;0.1;-9;-9
1360201503;31402;63614;175;-9;0.05;-9;-9
1370200124;52002;162052;4.5;0.02;-9;-9;-9
1370200224;52002;191122;4;0.04;-9;-9;-9
1370200223;52002;190941;38.5;0.01;-9;-9;-9
1370200222;52002;190831;49.2;0.02;-9;-9;-9
1370200221;52002;190706;74.3;0.03;-9;-9;-9
1370200220;52002;190531;114.5;1.2;-9;-9;-9
1370200219;52002;190346;157.4;2.78;-9;-9;-9
1370200218;52002;190151;200.1;5.08;-9;-9;-9
1370200216;52002;185836;284.1;12.86;-9;-9;-9
1370200823;52102;125644;4.1;-9;0.05;-9;-9
1370200822;52102;125630;4.1;-9;0.05;-9;-9
1370200821;52102;125616;4.1;-9;0.05;8.18;-9
1370200820;52102;125445;24;-9;0.06;-9;-9
1370200819;52102;125430;24;-9;0.07;-9;-9
1370200818;52102;125415;24;-9;0.06;7.727;-9
1370200817;52102;125245;43.7;-9;0.07;-9;-9
1370200816;52102;125230;43.5;-9;0.07;-9;-9
1370200815;52102;125215;43.5;-9;0.07;7.287;-9
1370200813;52102;125030;73.6;-9;0.11;-9;-9
1370200812;52102;125015;73.6;-9;0.11;-9;-9
1370200811;52102;125000;73.6;-9;0.11;5.05;-9
1370200810;52102;124819;99;-9;0.16;-9;-9
1370200809;52102;124810;99;-9;0.15;-9;-9
1370200808;52102;124759;99;-9;0.15;2.67;-9
1370200807;52102;124639;124.2;-9;0.24;-9;-9
1370200806;52102;124629;124.2;-9;0.26;-9;-9
1370200805;52102;124619;124.1;-9;0.25;2.607;-9
1370200804;52102;124459;149.2;-9;0.17;-9;-9
1370200803;52102;124339;175.8;-9;0.06;-9;-9
1370201422;52202;70144;4.7;-9;0.03;-9;-9
1370201420;52202;70038;24.4;-9;0.05;-9;-9
1370201417;52202;65849;44.6;-9;0.08;-9;-9
1370201416;52202;65754;59.7;-9;0.1;-9;-9
1370201414;52202;65639;74.2;-9;0.13;-9;-9
1370201413;52202;65549;84.6;-9;0.13;-9;-9
1370201411;52202;65449;99;-9;0.34;-9;-9
1370201410;52202;65349;114;-9;0.26;-9;-9
1370201408;52202;65249;124.7;-9;0.17;-9;-9
1370201407;52202;65159;134.6;-9;0.11;-9;-9
1370201405;52202;65044;149.8;-9;0.06;-9;-9
1370201403;52202;64918;176.5;-9;0.02;-9;-9
1380200124;62902;165410;27.2;0.01;-9;-9;-9
1380200224;62902;195714;4.4;0.05;-9;-9;-9
1380200223;62902;195532;55.3;0.06;-9;-9;-9
1380200222;62902;195431;69.2;0.06;-9;-9;-9
1380200221;62902;195254;109;0.07;-9;-9;-9
1380200220;62902;195124;144.1;1.13;-9;-9;-9
1380200218;62902;194804;234.3;6.77;-9;-9;-9
1380200217;62902;194629;274.1;9.38;-9;-9;-9
1380200518;63002;15712;4;-9;0.04;-9;-9
1380200515;63002;15502;24.2;-9;0.06;-9;-9
1380200513;63002;15302;44.3;-9;0.09;-9;-9
1380200511;63002;15042;74.6;-9;0.14;-9;-9
1380200509;63002;14827;100.3;-9;0.26;-9;-9
1380200507;63002;14617;124.2;-9;0.16;-9;-9
1380200506;63002;14501;148.7;-9;0.06;-9;-9
1380200504;63002;14244;174.7;-9;0.02;-9;-9
1380200720;63002;55145;4.5;-9;0.06;-9;-9
1380200719;63002;55050;24.5;-9;0.06;-9;-9
1380200718;63002;54950;43.7;-9;0.07;-9;-9
1380200717;63002;54901;58.3;-9;0.1;-9;-9
1380200716;63002;54810;74.2;-9;0.12;-9;-9
1380200715;63002;54725;84.5;-9;0.13;-9;-9
1380200714;63002;54635;98.4;-9;0.15;-9;-9
1380200712;63002;54505;113.7;-9;0.22;-9;-9
1380200711;63002;54415;124.5;-9;0.26;-9;-9
1380200710;63002;54250;134.7;-9;0.15;-9;-9
1380200709;63002;54145;148.5;-9;0.1;-9;-9
1380200708;63002;54030;174.3;-9;0.03;-9;-9
1390200124;82702;165654;5.6;0.02;-9;-9;-9
1390200224;82702;201252;4.8;0.04;-9;-9;-9
1390200223;82702;201122;24.9;0.06;-9;-9;-9
1390200222;82702;200907;68.1;0.05;-9;-9;-9
1390200221;82702;200747;84.2;0.06;-9;-9;-9
1390200220;82702;200632;99.7;0.06;-9;-9;-9
1390200219;82702;200423;142.2;0.51;-9;-9;-9
1390200218;82702;200232;178.1;2.39;-9;-9;-9
1390200217;82702;195938;244.1;6.09;-9;-9;-9
1390200824;82802;133539;4.3;-9;0.06;-9;-9
1390200823;82802;133529;4.4;-9;0.05;-9;-9
1390200822;82802;133519;4.3;-9;0.06;8.75;-9
1390200821;82802;133339;25.1;-9;0.07;-9;-9
1390200820;82802;133329;25.2;-9;0.06;-9;-9
1390200819;82802;133319;25.1;-9;0.06;9.253;-9
1390200818;82802;133143;45.2;-9;0.09;-9;-9
1390200817;82802;133129;45.2;-9;0.12;-9;-9
1390200816;82802;133119;45;-9;0.1;7.66;-9
1390200815;82802;132924;75.4;-9;0.17;-9;-9
1390200814;82802;132914;75.4;-9;0.22;-9;-9
1390200813;82802;132905;75.7;-9;0.17;5.433;-9
1390200812;82802;132709;101.2;-9;0.23;-9;-9
1390200811;82802;132659;100.8;-9;0.21;-9;-9
1390200810;82802;132650;100.7;-9;0.23;1.62;-9
1390200808;82802;132449;123.6;-9;0.18;-9;-9
1390200807;82802;132440;123.6;-9;0.19;-9;-9
1390200806;82802;132429;123.9;-9;0.22;0.68;-9
1390200804;82802;132230;150.8;-9;0.13;-9;-9
1390200803;82802;132049;175.7;-9;0.04;-9;-9
1390201421;82902;72723;6.2;-9;0.06;-9;-9
1390201419;82902;72551;25.3;-9;0.06;-9;-9
1390201417;82902;72416;44.8;-9;0.06;-9;-9
1390201414;82902;72200;73.3;-9;0.12;-9;-9
1390201413;82902;72101;85.3;-9;0.18;-9;-9
1390201411;82902;71946;99.7;-9;0.27;-9;-9
1390201410;82902;71840;115.3;-9;0.21;-9;-9
1390201408;82902;71725;124.5;-9;0.19;-9;-9
1390201407;82902;71621;135.4;-9;0.18;-9;-9
1390201405;82902;71500;149.8;-9;0.14;-9;-9
1390201403;82902;71310;174.7;-9;0.07;-9;-9
1400200124;100602;163254;4.4;0.03;-9;-9;-9
1400200224;100602;191358;9.7;0.03;-9;-9;-9
1400200223;100602;191218;66.1;0.03;-9;-9;-9
1400200222;100602;191123;84.6;0.09;-9;-9;-9
1400200221;100602;191009;124.6;0.45;-9;-9;-9
1400200220;100602;190833;179.7;2.06;-9;-9;-9
1400200219;100602;190713;220.2;3.69;-9;-9;-9
1400200218;100602;190553;258.9;6.59;-9;-9;-9
1400200217;100602;190438;299.2;9.88;-9;-9;-9
1400200822;100702;130447;4.8;-9;0.1;-9;-9
1400200821;100702;130437;4.6;-9;0.11;-9;-9
1400200820;100702;130428;4.8;-9;0.08;8.41;-9
1400200819;100702;130217;24.6;-9;0.09;-9;-9
1400200818;100702;130208;24.9;-9;0.09;-9;-9
1400200817;100702;130158;25;-9;0.09;7.367;-9
1400200816;100702;130013;45;-9;0.08;-9;-9
1400200815;100702;130002;44.5;-9;0.12;-9;-9
1400200814;100702;125953;44.4;-9;0.09;6.28;-9
1400200813;100702;125722;75.9;-9;0.18;-9;-9
1400200812;100702;125713;75.5;-9;0.18;-9;-9
1400200811;100702;125703;75.4;-9;0.19;4.233;-9
1400200810;100702;125507;100.3;-9;0.26;-9;-9
1400200809;100702;125457;100.1;-9;0.25;-9;-9
1400200808;100702;125448;100.1;-9;0.25;1.99;-9
1400200807;100702;125228;125.7;-9;0.09;-9;-9
1400200806;100702;125218;125.9;-9;0.09;-9;-9
1400200805;100702;125209;126;-9;0.1;0.633;-9
1400200804;100702;124933;150;-9;0.03;-9;-9
1400200803;100702;124658;174.2;-9;0.02;-9;-9
1400201416;100802;64828;5.1;-9;0.08;-9;-9
1400201415;100802;64718;24.9;-9;0.08;-9;-9
1400201413;100802;64558;44.6;-9;0.07;-9;-9
1400201412;100802;64443;59.5;-9;0.09;-9;-9
1400201411;100802;64329;74.6;-9;0.14;-9;-9
1400201410;100802;64228;85.1;-9;0.23;-9;-9
1400201409;100802;64123;100;-9;0.26;-9;-9
1400201408;100802;64018;115;-9;0.2;-9;-9
1400201406;100802;63913;124.7;-9;0.15;-9;-9
1400201405;100802;63808;135.4;-9;0.09;-9;-9
1400201404;100802;63658;150.5;-9;0.05;-9;-9
1400201403;100802;63528;175.5;-9;0.02;-9;-9
1410200124;110302;153904;5.1;0.04;-9;-9;-9
1410200224;110302;192303;15;0.04;-9;-9;-9
1410200223;110302;192018;73.8;0.03;-9;-9;-9
1410200222;110302;191913;81.6;0.06;-9;-9;-9
1410200221;110302;191723;110.8;0.32;-9;-9;-9
1410200220;110302;191454;164.7;1.93;-9;-9;-9
1410200219;110302;191253;203.4;2.83;-9;-9;-9
1410200218;110302;191053;239.5;5.42;-9;-9;-9
1410200217;110302;190853;283.7;7.93;-9;-9;-9
1410200822;110402;130337;4.8;-9;0.09;-9;-9
1410200821;110402;130327;4.8;-9;0.09;-9;-9
1410200820;110402;130317;4.7;-9;0.11;7.727;-9
1410200819;110402;130201;25.1;-9;0.09;-9;-9
1410200818;110402;130151;25.2;-9;0.1;-9;-9
1410200817;110402;130142;25;-9;0.09;7.727;-9
1410200816;110402;130036;45.1;-9;0.08;-9;-9
1410200815;110402;130027;45.2;-9;0.09;-9;-9
1410200814;110402;130017;45.2;-9;0.09;6.663;-9
1410200813;110402;125827;75.3;-9;0.16;-9;-9
1410200812;110402;125816;75.5;-9;0.16;-9;-9
1410200811;110402;125807;75.4;-9;0.15;3.823;-9
1410200810;110402;125656;99.5;-9;0.24;-9;-9
1410200809;110402;125646;99.7;-9;0.23;-9;-9
1410200808;110402;125636;99.5;-9;0.21;1.82;-9
1410200807;110402;125502;126.3;-9;0.11;-9;-9
1410200806;110402;125452;126.2;-9;0.11;-9;-9
1410200805;110402;125441;126.2;-9;0.11;1.32;-9
1410200804;110402;125312;149.5;-9;0.04;-9;-9
1410200803;110402;125136;175.3;-9;0.01;-9;-9
1410201422;110502;65831;5.2;-9;0.07;-9;-9
1410201420;110502;65651;25.1;-9;0.08;-9;-9
1410201418;110502;65511;45.4;-9;0.1;-9;-9
1410201416;110502;65351;60.8;-9;0.14;-9;-9
1410201415;110502;65241;75.4;-9;0.2;-9;-9
1410201413;110502;65121;85.3;-9;0.2;-9;-9
1410201412;110502;65011;100.7;-9;0.25;-9;-9
1410201410;110502;64851;115.5;-9;0.13;-9;-9
1410201409;110502;64741;125.1;-9;0.06;-9;-9
1410201407;110502;64622;135.5;-9;0.04;-9;-9
1410201406;110502;64511;150.6;-9;0.02;-9;-9
1410201404;110502;64322;174.6;-9;0.01;-9;-9
1420200124;112402;162847;9.5;0.02;-9;-9;-9
1420200224;112402;202439;8.8;0.02;-9;-9;-9
1420200223;112402;202304;51.4;0.02;-9;-9;-9
1420200222;112402;202104;96.5;0.05;-9;-9;-9
1420200221;112402;201919;116.4;0.26;-9;-9;-9
1420200220;112402;201649;188.1;1.89;-9;-9;-9
1420200219;112402;201504;220.7;2.87;-9;-9;-9
1420200218;112402;201239;262;5.64;-9;-9;-9
1420200822;112502;151309;5.2;-9;0.07;-9;-9
1420200821;112502;151259;5;-9;0.09;-9;-9
1420200820;112502;151249;4.9;-9;0.09;6.81;-9
1420200819;112502;151108;25.2;-9;0.09;-9;-9
1420200818;112502;151059;25.2;-9;0.08;-9;-9
1420200817;112502;151050;25.3;-9;0.09;5.12;-9
1420200816;112502;150938;44.6;-9;0.1;-9;-9
1420200815;112502;150928;44.5;-9;0.11;4.427;-9
1420200813;112502;150748;74.7;-9;0.14;-9;-9
1420200812;112502;150739;74.9;-9;0.13;-9;-9
1420200811;112502;150728;74.9;-9;0.14;2.39;-9
1420200810;112502;150549;101.3;-9;0.23;-9;-9
1420200809;112502;150539;101.3;-9;0.22;-9;-9
1420200808;112502;150529;100.7;-9;0.22;2.073;-9
1420200807;112502;150328;126.5;-9;0.09;-9;-9
1420200806;112502;150318;126.4;-9;0.1;-9;-9
1420200805;112502;150309;126.4;-9;0.08;0.903;-9
1420200804;112502;150133;150.9;-9;0.04;-9;-9
1420200803;112502;145959;175.2;-9;0.01;-9;-9
1420201315;112602;65810;3.7;-9;0.1;-9;-9
1420201313;112602;65544;24;-9;0.11;-9;-9
1420201312;112602;65404;46.4;-9;0.1;-9;-9
1420201311;112602;65235;62.3;-9;0.15;-9;-9
1420201310;112602;65100;74.4;-9;0.22;-9;-9
1420201309;112602;64935;84.2;-9;0.24;-9;-9
1420201308;112602;64810;100;-9;0.23;-9;-9
1420201307;112602;64644;112.6;-9;0.17;-9;-9
1420201306;112602;64519;125.4;-9;0.12;-9;-9
1420201305;112602;64359;134.1;-9;0.09;-9;-9
1420201304;112602;64233;149.9;-9;0.06;-9;-9
1420201303;112602;64043;177.1;-9;0.03;-9;-9
1430200124;121802;151809;4.8;0.07;-9;-9;-9
1430200224;121802;190754;10.4;0.06;-9;-9;-9
1430200223;121802;190503;54.3;0.06;-9;-9;-9
1430200222;121802;190323;102.8;0.16;-9;-9;-9
1430200221;121802;190203;124.8;0.51;-9;-9;-9
1430200220;121802;190013;173.9;1.88;-9;-9;-9
1430200219;121802;185853;210.9;3.18;-9;-9;-9
1430200218;121802;185723;248;5.82;-9;-9;-9
1430200217;121802;185518;294.6;8.31;-9;-9;-9
1430200824;121902;125517;3.6;-9;0.07;-9;-9
1430200823;121902;125508;3.5;-9;0.08;-9;-9
1430200822;121902;125459;3.5;-9;0.08;6.39;-9
